,id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src
262,262,Hasee,神舟战神K670T-G6A2,2020,5,Intel 酷睿i5 10400,8,512GB,0,NVIDIA GeForce MX 350,2,4499,SSD固态硬盘>,2.5Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,孤岛式键盘>,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1334/1333349/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/04/ChMkKV8fjH6IWgqbAAFfb9cZOewAAANNQP0Uq4AAV-H121.jpg
263,263,Thunderobot,雷神911M野王 i7,2020,7,Intel 酷睿i7 10750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,6299,SSD固态硬盘>,1.85Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326960/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/0E/ChMlWl7gWsOIG73WAADnDXx5ggsAAP8kQHecOAAAOcl080.jpg
264,264,DELL,戴尔XPS 13微边框 二合一,2019,5,Intel 酷睿i5 1035G1,8,256GB,0,Intel UHD,0,12999,固态硬盘,1.33Kg,medium,0,short,13.4,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1290/1289241/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/06/ChMlWl1bnMWISDa0AADKxLg5UqUAAMqyQJRiIwAAMrc108.jpg
265,265,MECHREVO,机械革命S1 Pro i5,2019,5,Intel 酷睿i5 8265U,8,512GB,0,NVIDIA GeForce MX250,2,4288,SSD固态硬盘>,1.5Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1276/1275217/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/08/ChMlWVzjd8KIL5AbAAFe__ehtzYAAKD2wI1HwkAAV8X570.jpg
266,266,DELL,戴尔Inspiron 灵越 13,2019,5,Intel 酷睿i5 10210U,8,512GB,0,Intel GMA HD（集成于处理器）>,0,5699,SSD固态硬盘>,955g,light,0,short,13.3,FALSE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1290/1289317/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWl1gB6WIbfl6AAFM-BKjxHUAAMvwgG3htsAAU0Q106.jpg
267,267,Lenovo,联想YOGA S940 14,2019,7,Intel 酷睿i7 8565U,16,1T,0,Intel GMA UHD（集成于处理器）,0,13999,SSD固态硬盘>,1.2Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,创意设计PC,",http://detail.zol.com.cn/1251/1250666/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/0D/ChMlWVz3ndKIHx6qAAGim_t9KuwAAKk7ACsiQgAAaKz347.jpg
268,268,msi,msi微星尊爵Prestige14 A10SC-065CN,2019,7,Intel 酷睿i7 10710U,16,512GB,0,NVIDIA GeForce GTX 1650 Max-Q,4,9699,SSD固态硬盘>,1.29Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,白色背光键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1300/1299712/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/08/01/ChMkJl3Dxs6IAEiQAAEOY2GdqYsAAvFpgG-0vwAAQ57136.jpg
269,269,Thunderobot,雷神911绝地武士 i7,2020,7,Intel 酷睿i7 10750H,16,256GB+1T,RTX2060,NVIDIA Geforce?RTX 2060,6,8999,混合硬盘（SSD+5400转HDD）>,2.45Kg,heavy,视具体使用环境而定长续航笔记本>,0,16.6,TRUE,1,孤岛式全尺寸键盘，白色背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317532/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0F/ChMlWl6FsC-IYn5iAAGqPEhPzoMAAOBOAG10xkAAapU070.jpg
270,270,Hasee,神舟战神G7-CT7NA,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1660 Ti,6,7099,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267954/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWly1QLyIYTXeAAFYFQ5RtMQAAJeDwN5DQ0AAVgt321.jpg
271,271,ASUS,华硕VivoBook15X 2020 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,0,32GB傲腾增强型SSD固态硬盘,1.8Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,NO SPECIAL,1,1,1,0,0,"商务办公本,影音娱乐本,轻薄笔记本,",http://detail.zol.com.cn/1321/1320582/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/08/ChMlWV6hQJ2INWaXAAFJsrioOYcAAOjQgNQ790AAUnK084.jpg
272,272,Lenovo,联想拯救者Y9000K 2020款,2020,0,0,0,No description,0,No description,0,0,0,0,0,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1315/1314356/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0F/ChMlWV5oV6-IY7Q8AACDZcMKhy4AANpKwNsg-IAAIN9604.jpg
273,273,Hasee,神舟战神Z6-CT5NA,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX 1050,3,4099,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,NO SPECIAL,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267955/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWVy1Qa6IUUq5AAFAuECtj8cAAJeEAP7CQ4AAUDQ314.jpg
274,274,Acer,Acer EX215-51G-557S,2019,5,Intel 酷睿i5 8265U,8,512GB,0,NVIDIA Geforce MX230,2,0,SSD固态硬盘>,1.9Kg,heavy,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1293/1292001/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M01/06/04/ChMlzF13Et6IQG7lAAEu-J9HRM8AAXnYgLyNVQAAS8Q940.jpg
275,275,ROG,ROG Zephyrus G14,2020,7,AMD Ryzen 7 4800HS,0,512GB,0,NVIDIA GeForce GTX 1650Ti,6,0,SSD固态硬盘>,1.6Kg,medium,视具体使用环境而定长续航笔记本>,0,0,FALSE,0,NO SPECIAL,1,0,0,0,0,"影音娱乐本,",http://detail.zol.com.cn/1309/1308012/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/09/09/ChMkJl4UGbGIQ-S0AACKqV-kHbAAAwLdABxfUIAAIrB882.jpg
276,276,Lenovo,联想IdeaPad L340-15 i5,2019,5,Intel 酷睿i5 8265U,4,1T,0,NVIDIA GeForce MX230,2,0,0,2.2Kg,heavy,6.5小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1269/1268787/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWV6qos-ILbN8AAEzvhClQb0AAOvvAKo820AATPW599.jpg
277,277,Hasee,神舟战神G8-CT7NA,2019,7,Intel 酷睿i7 9750H,8,512GB,RTX2060,NVIDIA Geforce RTX 2060,6,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267983/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWVy1RViIRW_XAAFYFQ5RtMQAAJeFACfzgwAAVgt995.jpg
278,278,Hasee,神舟战神TX8-CU5DS,2020,5,Intel 酷睿i5 10400,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,7499,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,16.1,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1336/1335891/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/02/03/ChMkKV87PSuIHoZaAAFkmIVgQWMAABItwEHSREAAWSw905.jpg
279,279,HUAWEI,华为HUAWEI MateBook B5-420,2020,5,Intel 酷睿i5 10210U,8,512GB,0,Intel UHD Graphics 620,0,0,SSD固态硬盘>,1.53Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,孤岛式巧克力键盘，背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1333/1332870/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/07/ChMkKV8ZHzCIBgOIAACa0CO7328AAAB8gP8eYAAAJro064.jpg
280,280,Honor,荣耀猎人游戏本 V700 i7,0,4,AMD Ryzen 4000H 系列处理器,0,No description,0,No description,0,0,0,0,0,0,short,0,FALSE,0,NO SPECIAL,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1335/1334027/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/05/05/ChMkKV8j1PqIOFaSAACDLK7xGjwAAAVYgJbqZIAAINE670.jpg
281,281,Redmi,红米Redmi Book 14,2020,5,Intel 酷睿i5 1035G1,16,512GB,0,NVIDIA Geforce MX350,2,4699,SSD固态硬盘>,1.3Kg,medium,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,全尺寸背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1331/1330985/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/01/ChMkJl8Gdp-IcP5jAAB8YbdLl8cAAwwpAI4z-IAAHx5843.jpg
282,282,MECHREVO,机械革命深海泰坦X3 i7,2019,7,Intel 酷睿i7 8750H,8,128GB+1T,0,NVIDIA GeForce GTX 1050 Ti,4,0,混合硬盘（SSD+5400转HDD）>,0,0,2-5小时，视具体使用环境而定长续航笔记本>,short,17.3,TRUE,1,RGB多彩背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1251/1250346/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/05/ChMkJlw23jaIUJ7zAAC9iG2Hvi4AAuTdQNhSpMAAL2g307.jpg
283,283,ThinkPad,ThinkPad E14 Slim,2020,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon RX 640,2,0,SSD固态硬盘>,1.77Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1321/1320518/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/06/ChMlWl6hFRqIbZDVAABm7z8UhF8AAOi6gNCEkEAAGcH583.jpg
284,284,ASUS,华硕顽石六代S i3,2020,3,Intel 酷睿i3 1005G1,8,256GB,0,NVIDIA Geforce MX110,2,0,SSD固态硬盘>,1.6Kg,medium,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,无缝背装式分岛键盘,1,0,0,1,0,"影音娱乐本,游戏本,",http://detail.zol.com.cn/1321/1320058/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/09/ChMlWV6eb7iIS3CjAAELy6d7_8UAAOfjAI6W6wAAQvj126.jpg
285,285,Razer,雷蛇Razer 灵刃13 潜行版,2020,0,0,0,No description,0,No description,0,0,0,1.41Kg,medium,视具体使用环境而定,0,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1325/1324902/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg
286,286,DELL,戴尔Vostro 14 Vostro,2020,7,Intel 酷睿i7 10510U,8,1T,0,NVIDIA GeForce MX250,2,0,SSD固态硬盘>,1.49Kg,medium,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1317/1316675/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0C/ChMlWV633QeIfs_7AAEoBvXilDgAAPAMAHu_HwAASge003.jpg
287,287,msi,msi微星强袭2 GE66,2020,7,Intel 酷睿i7 10750H,16,1T,RTX2070,NVIDIA GeForce RTX 2070,8,12969,SSD固态硬盘>,2.38Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1309/1308428/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/08/ChMlWV7HjYqIGLVbAAEKECf2XAQAAPXSwOnd7wAAQoo604.jpg
288,288,msi,msi微星GF65 9SD-069CN,2020,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1660Ti,6,7199,SSD固态硬盘>,1.86Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,红色背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1314/1313520/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/0B/ChMlWl5gitaIKR6VAAE8AMTDWt0AANkFwAX1pAAATwY283.jpg
289,289,Lenovo,联想扬天 威6 Pro-13,2019,5,Intel 酷睿i5 8265U,8,512GB,0,AMD Radeon R540X,2,3899,SSD固态硬盘>,1.34Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,13.3,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1274/1273176/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/0F/ChMlWVzVEjmIHg6mAAEnKhO_qL4AAJ5lABQugYAASdC069.jpg
290,290,DELL,戴尔Inspiron 灵越 13,2019,3,Intel 酷睿i3 8145U,4,128GB,0,Intel GMA UHD 620,0,0,M.2 PCIe NVMe 固态硬盘,1.24Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,0,全尺寸防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1276/1275531/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/09/ChMlWlzk6hGIDsDAAAEtmnDfn04AAKIDgEa_DYAAS2y260.jpg
291,291,Lenovo,联想拯救者Y540,2019,7,Intel 酷睿i7 8750H,16,512GB+2T,RTX2060,NVIDIA GeForce RTX 2060,6,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250680/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/0A/ChMkJ1w4NGaIDMgXAACyLBWofzsAAuUxgF_MZMAALJE524.jpg
292,292,HUAWEI,华为HUAWEI MateBook B3-410,2020,5,Intel 酷睿i5 10210U,8,256GB,0,Intel UHD Graphics 620,0,0,SSD固态硬盘>,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,全尺寸键盘>，背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1333/1332865/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/06/ChMkKV8ZChaIIQnmAADSYDgaFSAAAABtQFx2BIAANJ4739.jpg
293,293,Thunderobot,雷神911Masterbook旗舰版 i7,2019,7,Intel 酷睿i7 9750H,16,512GB,0,NVIDIA GeForce GTX 1650,4,6299,SSD固态硬盘>,2Kg,0,0,short,15.6,TRUE,1,RGB背光键盘,0,0,0,1,0,"游戏本,创意设计PC,",http://detail.zol.com.cn/1285/1284814/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/0D/ChMlWl02vCyIJhiYAAFa2dgS8zkAAMAzAI5XmwAAVrx243.jpg
294,294,Honor,荣耀MagicBook 14 R5,2019,5,AMD Ryzen 5 3500U,8,512GB,0,Radeon Vega 8 Graphics,0,3899,SSD固态硬盘>,1.38Kg,medium,9.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,全尺寸键盘>，巧克力键盘>，孤岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1302/1301982/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0D/09/ChMkJ13c6r6IWnetAAC4amldUGEAAvbkQI5qBoAALiC115.jpg
295,295,DELL,戴尔灵越15 Ins,2019,3,AMD Ryzen 3 3200U,4,128GB,0,AMD Radeon Vega 3,0,4199,M.2 PCIe NVMe固态硬盘,1.88Kg,heavy,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,全尺寸防泼溅键盘,1,1,0,0,0,"轻薄笔记本,影音娱乐本,",http://detail.zol.com.cn/1280/1279181/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M07/0D/0C/ChMlzF2epbyIRv0zAAHK7umqIrsAAYFXAON2w8AAcsG702.jpg
296,296,DELL,戴尔Latitude 14,2019,3,Intel 酷睿i3 8145U,4,1T,0,Intel GMA UHD 620,0,0,5400转>,1.52Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1278/1277438/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/09/ChMlWVzvSF-IGkOAAABD9qNej2cAAKT5wMp3dgAAEQO121.jpg
297,297,ThinkPad,ThinkPad E14 锐龙版,2020,5,AMD Ryzen 5 4500U,16,512GB,0,No description,0,3999,SSD固态硬盘>,1.59Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1326/1325841/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M09/00/0C/ChMlzF7UwA6IQoF7AACrEESQGn8AAYRXgEyQTIAAKso579.jpg
298,298,Lenovo,联想昭阳K43c-80 i5,0,5,Intel 酷睿i5 8250U,4,500GB,0,AMD Radeon R530,2,0,SATA,2Kg,0,0,short,0,TRUE,0,NO SPECIAL,0,0,0,0,0,NO SPECIAL,http://detail.zol.com.cn/1290/1289400/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0B/ChMlWV1cz9KIcwekAAFuNJKBznsAAMsCgA4GI0AAW5M116.jpg
299,299,hp,惠普Probook440 G6 i5,2019,5,Intel 酷睿i5 8265U,8,128GB+1T,0,NVIDIA Geforce MX130,2,0,固态硬盘,1.8Kg,heavy,4小时左右，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1305/1304166/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/07/ChMkJl3vYhWIRxWFAACQUaKCcXIAAvq-wNoOQgAAJBp798.jpg
300,300,MECHREVO,机械革命深海幽灵Z2 Air-G i5,2019,5,Intel 酷睿i5 9300H,16,512GB,0,NVIDIA GeForce GTX 1660Ti,6,0,SSD固态硬盘>,1.96Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,光轴RGB机械键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1297/1296979/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M09/01/06/ChMljl2pMI6IMQAeAAFYBRiQCjQAAQBIQDPzxAAAVgd313.jpg
301,301,hp,惠普暗影精灵5 Plus,2019,9,Intel 酷睿i9 9880H,32,1TB+2T,RTX2080,NVIDIA GeForce RTX 2080,8,19999,混合硬盘（2×512GB SSD+HDD）,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,4区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1274/1273106/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0D/ChMlWV1LfbSIV-v0AAEFL9BqmRsAAMcrgMxdq8AAQVH404.jpg
302,302,Acer,Acer S50-51 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,4399,SSD固态硬盘>,1.5Kg,medium,14小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1322/1321292/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/09/ChMlWV6nvi2IFNL5AAEH5gDhz8wAAOrmQH1FoEAAQf-147.jpg
303,303,DELL,戴尔Latitude 9510,2020,7,Intel 酷睿i7 10810U,16,512GB,0,No description,0,15999,SSD固态硬盘>,1.4Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,US英文单指点背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1328/1327926/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M05/0E/0F/ChMlWF7oeIGIc7fVAACr8pWl7KMAAU1LAIVNBEAAKwK937.jpg
304,304,hp,惠普战66 G2 14,2019,7,Intel 酷睿i7 8565U,8,512GB,0,NVIDIA Geforce MX250,2,6699,Turbo PCIe SSD固态硬盘,1.6Kg,medium,13小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸防泼溅巧克力键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1266/1265290/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/0F/ChMlWVyhz4-ITqTSAAErSmT4cz4AAJJxAFwcHcAASti125.jpg
305,305,MECHREVO,机械革命Umi Air II,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,7679,SSD固态硬盘>,1.79Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,四分区RGB背光键盘,1,0,0,0,0,"创意设计PC,影音娱乐本,",http://detail.zol.com.cn/1327/1326700/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/03/ChMlWl7e_-eIVE9bAAD8a51SZIIAAP5zgFcxrAAAPyD154.jpg
306,306,DELL,戴尔Latitude 13 5300,2019,3,Intel 酷睿i3 8145U,4,128GB,0,Intel GMA UHD 620,0,0,PCIe NVMe Class 35固态硬盘,1.24Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1278/1277522/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/0B/ChMlWVzvfkmITS3jAABGj5b0xFkAAKUiAH7AI8AAEan932.jpg
307,307,ThinkPad,ThinkPad S3 2020,2019,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon RX 640,0,5999,32GB傲腾增强型SSD固态硬盘,1.43Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1305/1304139/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/06/ChMkJ13vXDuIYRTDAAEPGVxSRXEAAvq9QDKraQAAQ8x393.jpg
308,308,Lenovo,联想扬天V14 2020锐龙版 R5,0,5,AMD Ryzen 5 4500U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.8Kg,heavy,6小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,校园学生本,",http://detail.zol.com.cn/1335/1334814/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0D/07/ChMkKV8wtduIHHd1AAGCgdHXop8AAA1uQH2xTAAAYKZ496.jpg
309,309,ThinkPad,ThinkPad X1隐士 2019,2019,7,Intel 酷睿i7 9750H,16,1T,0,NVIDIA GTX 1650 Max-Q,4,16999,SSD固态硬盘>,1.7Kg,medium,11.9小时左右，视具体使用环境而定长续航笔记本>,long,15.6,FALSE,1,全尺寸背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1290/1289548/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0C/ChMlWV1dJIaILy2JAAC_rfHqTaIAAMseAL8lSUAAL_F509.jpg
310,310,Lenovo,联想YOGA 15s,2020,0,0,0,No description,0,No description,0,0,0,0,0,视具体使用环境而定长续航笔记本>,0,0,FALSE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1315/1314494/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/02/ChMlWl5poQKIQnTrAADD4uxxhgUAANp9QEO0_QAAMP6255.jpg
311,311,ASUS,华硕ProArt G15 i7,2020,7,Intel 酷睿i7 9750H,32,2T,RTX2060,NVIDIA GeForce RTX 2060,6,19999,SSD固态硬盘>,1.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,0,0,"创意设计PC,",http://detail.zol.com.cn/1333/1332776/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M06/06/02/ChMlWF8X9rGIFr78AAFJARnqhHwAAVYiALvkpwAAUkZ367.jpg
312,312,ThinkPad,ThinkPad ThinkBook 13s,2019,5,Intel 酷睿i5 8265U,8,512GB,0,AMD Radeon 540X,2,0,SSD固态硬盘>,1.4Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,13.3,TRUE,0,Accutype键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1281/1280849/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWV0Qrl2IA5pGAAFMCvJH5w0AALNmQMKvr4AAUwi477.jpg
313,313,Honor,荣耀MagicBook Pro 2019,2019,5,AMD Ryzen 5 3550H,16,512GB,0,Radeon Vega 8 Graphics,0,3999,SSD固态硬盘>,1.7Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,16.1,TRUE,1,背光键盘，全尺寸键盘>，孤岛式巧克力键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1292/1291372/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M05/05/05/ChMly11wb6aIWKjmAAEwFlN3pwkAAXjsgFeiAgAATAu429.jpg
